,Unnamed: 0.1,Unnamed: 0,설치기관명,설치기관주소,월요일,화요일,수요일,목요일,금요일,토요일,일요일,공휴일
389,389,389,북한산현대홈타운 (관리사무소),"서울특별시 은평구 불광로2길 16(불광동, 북한산현대홈타운아파트)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00
390,390,390,북한산현대홈타운 (정문 경비초소),"서울특별시 은평구 불광로2길 16(불광동, 북한산현대홈타운아파트)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
391,391,391,불암도서관 (1층 로비 중앙),서울특별시 노원구 중계로 106 불암도서관 (중계동),09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,,,
392,392,392,불암산나비정원 (로비 안내데스크),"서울특별시 노원구 한글비석로12길 51-27, 불암산나비정원 (중계동)",,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,,,
393,393,393,불암산산림치유센터 (센터 내 쉼공간),"서울특별시 노원구 한글비석로12길 51-80, 불암산 산림치유센터 (중계동)",,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,
394,394,394,불암산생태학습관 (생태학습관 내),"서울특별시 노원구 한글비석로12길 37, 불암산 생태학습관 (중계동)",,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,
395,395,395,사당롯데캐슬골든포레아파트 (관리사무소),"서울특별시 동작구 사당로 90(사당동, 사당 롯데캐슬 골든포레)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
396,396,396,사당롯데캐슬골든포레아파트 (정문 경비초소),"서울특별시 동작구 사당로 90(사당동, 사당 롯데캐슬 골든포레)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
397,397,397,사회복지법인운가자비원 (1층),"서울특별시 강북구 삼양로112길 5, 사회복지법인 운가자비원 (수유동)",08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,09:00~17:00,,
398,398,398,산의마을경로당 (1층 할머니방 입구),"서울특별시 광진구 아차산로63길 21, 산의마을경로당 (구의동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
399,399,399,삼각산아이원아파트 (106동 1층 1-2라인),"서울특별시 강북구 삼양로19길 113(미아동, 삼각산아이원아파트)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
400,400,400,삼성동주민센터 (1층 화장실 앞),"서울특별시 관악구 호암로 589, 삼성동주민센터 (신림동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
401,401,401,삼익삼환방화아파트 관리사무소(방화4단지) (통합상황실),"서울특별시 강서구 방화대로47가길 22(방화동, 방화4단지아파트)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
402,402,402,삼전초등학교 (1층 중앙현관),"서울특별시 송파구 백제고분로28길 19, 서울삼전초등학교 (삼전동)",07:30~17:30,07:30~17:30,07:30~17:30,07:30~17:30,07:30~17:30,,,
403,403,403,상계종합사회복지관 (1층 데이케어센터 옆),"서울특별시 노원구 덕릉로115나길 25, 상계종합사회복지관 (상계동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
404,404,404,상계주공15단지아파트관리사무소 (1502동),"서울특별시 노원구 동일로227길 26(상계동, 상계주공15단지아파트)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
405,405,405,상계주공15단지아파트관리사무소 (1501동),"서울특별시 노원구 동일로227길 26(상계동, 상계주공15단지아파트)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
406,406,406,상계주공15단지아파트관리사무소 (관리사무소 2층),"서울특별시 노원구 동일로227길 26(상계동, 상계주공15단지아파트)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
407,407,407,상도동성당 (1층),"서울특별시 동작구 상도로 259, 상도동 성당 (상도동)",05:00~09:00,05:00~22:00,05:00~22:00,05:00~22:00,05:00~22:00,07:30~20:00,05:00~22:00,05:00~09:00
408,408,408,상명대학교사범대학부속여자중학교 (본교3층 복도중앙벽면),서울특별시 종로구 홍지문2길 20 본교 3층 복도중앙벽면 (홍지동),08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,,,
409,409,409,상봉2치안센터 (사무실내 1층 민원접수대 좌측),서울특별시 중랑구 봉우재로 93-5(상봉동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
410,410,410,상봉파출소 (사무실내 1층 무기고 앞),"서울특별시 중랑구 중랑천로 69, 상봉지구대 (면목동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
411,411,411,상원초등학교 (1층 보건실앞),"서울특별시 노원구 한글비석로54길 119, 상원초등학교 (상계동)",09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,,,
412,412,412,상일동역 (지하1층 대합실),서울특별시 강동구 고덕로 지하 359,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
413,413,413,상일여자고등학교 (체육관 1층 복도),"서울특별시 강동구 천호대로219길 61, 상일여자중고등학교 (상일동)",07:00~23:00,07:00~23:00,07:00~23:00,07:00~23:00,07:00~23:00,07:00~23:00,07:00~23:00,07:00~23:00
414,414,414,상일여자고등학교 (본관1층 복도(동쪽 끝)),"서울특별시 강동구 천호대로219길 61, 상일여자중고등학교 (상일동)",07:00~23:00,07:00~23:00,07:00~23:00,07:00~23:00,07:00~23:00,07:00~23:00,07:00~23:00,07:00~23:00
415,415,415,서강보건지소 (서강동주민센터 3층 서강보건지소),"서울특별시 마포구 독막로 165, 서강동주민센터 (창전동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
416,416,416,서남병원 (구급차),"서울특별시 양천구 신정이펜1로 20, 서울특별시서남병원 (신정동)",08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,,,
417,417,417,서부수도사업소 (5층 강당),"서울특별시 서대문구 통일로26길 41, 서부수도사업소 (홍제동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
418,418,418,서울강동경찰서 (서욽특별시 강동구 성내로57),서울특별시 강동구 성내로 57 ,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,,
419,419,419,서울고등검찰청 (서울중앙지검 지하1층 로비),"서울특별시 서초구 반포대로 172, 서울고등검찰청 (서초동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
420,420,420,서울고등검찰청 (서울검찰청사  후문(서문) 초소),"서울특별시 서초구 반포대로 172, 서울고등검찰청 (서초동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
421,421,421,서울고등검찰청 (2층 로비),"서울특별시 서초구 반포대로 172, 서울고등검찰청 2층 로비호 (서초동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
422,422,422,서울고등검찰청 (서울고검 1층 로비),"서울특별시 서초구 반포대로 172, 서울고등검찰청 (서초동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
423,423,423,서울고등검찰청 (서울검찰청사 정문(동문) 초소),"서울특별시 서초구 반포대로 172, 서울고등검찰청 (서초동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
424,424,424,서울고등검찰청 (별관 1층 로비),"서울특별시 서초구 반포대로 172, 서울고등검찰청 1층 (서초동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
425,425,425,서울고등검찰청 (서울중앙지검1층 로비),"서울특별시 서초구 반포대로 172, 서울고등검찰청 (서초동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
426,426,426,서울고등검찰청 (다솜어린이집 원장실 입구),"서울특별시 서초구 반포대로 172, 서울고등검찰청 (서초동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
427,427,427,서울곰두리체육센터 (1층 안내데스크 옆 왼쪽),"서울특별시 송파구 동남로 271, 서울곰두리체육센터 (오금동)",06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,09:00~18:00,,
428,428,428,서울관악경찰서 (유치장내),"서울특별시 관악구 관악로5길 33, 서울관악경찰서 (봉천동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
429,429,429,서울교통공사5호선개화산역 (지하1층),"서울특별시 강서구 양천로 22, 개화산역 (방화동)",01:00~25:00,01:00~25:00,01:00~25:00,01:00~25:00,01:00~25:00,05:00~24:00,05:00~24:00,05:00~24:00
430,430,430,서울교통공사5호선김포공항역 (안내데스크),"서울특별시 강서구 하늘길 지하77, 김포공항역 (방화동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
431,431,431,서울교통공사5호선까치산역 (지하1층),"서울특별시 강서구 강서로 지하54, 까치산역 (화곡동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
432,432,432,서울교통공사5호선마곡역 (안내데스크 앞),"서울특별시 강서구 공항대로 지하163, 마곡역(5호선) (마곡동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
433,433,433,서울교통공사5호선발산역 (발산역 내),"서울특별시 강서구 공항대로 지하267, 발산역(5호선) (마곡동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
434,434,434,서울교통공사5호선방화역 (안내데스크),"서울특별시 강서구 금낭화로 지하132, 방화역 5호선 (방화동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
435,435,435,서울교통공사5호선송정역 (지하2층 대합실),"서울특별시 강서구 공항대로 지하33, 송정역(5호선) (공항동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
436,436,436,서울교통공사5호선우장산역 (우장산역 고객지원센터),"서울특별시 강서구 강서로 지하262, 우장산역 5호선 (화곡동)",05:40~25:00,05:40~25:00,05:40~25:00,05:40~25:00,05:40~25:00,05:40~24:00,05:40~24:00,05:40~24:00
437,437,437,서울교통공사5호선화곡역 (지하1층 가아이센터 옆),"서울특별시 강서구 화곡로 지하168, 화곡역 5호선 (화곡동)",05:00~25:00,05:00~25:00,05:00~25:00,05:00~25:00,05:00~25:00,05:00~24:00,05:00~24:00,05:00~24:00
438,438,438,서울교통공사둔촌오륜역 (둔촌오륜역 지하1층 대합실 고객안전실 앞),서울특별시 강동구 강동대로 327  (둔촌동),00:00~25:00,00:00~25:00,00:00~25:00,00:00~25:00,00:00~25:00,00:00~24:00,00:00~24:00,00:00~24:00
439,439,439,서울교통공사중앙보훈병원역(9호선) (중앙보훈병원역 지하1층 고객안전실),서울특별시 강동구 동남로 지하 625  (둔촌동),05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,
440,440,440,서울구로우체국 (3층 집배실),"서울특별시 구로구 금오로 931, 서울구로우체국 (천왕동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
441,441,441,서울구룡초등학교 (2층 강당 옆 좌측 벽면),"서울특별시 강남구 개포로 263, 구룡초등학교 (개포동)",08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,
442,442,442,서울나래학교 (1층 중앙현관),서울특별시 서초구 염곡안길 25(염곡동),08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,
443,443,443,서울대학교병원 (지층 직원식당 앞),"서울특별시 종로구 대학로 101, 서울대학교병원 (연건동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
444,444,444,서울대학교병원 (13층 교수연구실 입구),"서울특별시 종로구 대학로 101, 서울대학교병원 (연건동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
445,445,445,서울대학교병원 (장례식장 1층 안내옆),"서울특별시 종로구 대학로 101, 서울대학교병원 (연건동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
446,446,446,서울대학교병원 (2층 안내데스크 옆),"서울특별시 종로구 대학로 101, 서울대학교병원 (연건동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
447,447,447,서울대학교병원 (구급차 내부(79모8154)),"서울특별시 종로구 대학로 101, 서울대학교병원 (연건동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
448,448,448,서울대학교병원 (구급차(98소4276)),"서울특별시 종로구 대학로 101, 서울대학교병원 (연건동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
449,449,449,서울대학교병원 (구급차 내부(71서1475)),"서울특별시 종로구 대학로 101, 서울대학교병원 (연건동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
450,450,450,서울대학교병원 (구급차(98소4276)),"서울특별시 종로구 대학로 101, 서울대학교병원 (연건동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
451,451,451,서울대학교병원 (구급차 내부(71서1475)),"서울특별시 종로구 대학로 101, 서울대학교병원 (연건동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
452,452,452,서울대학교치과병원 (본관 2층 영상치의학과 앞),"서울특별시 종로구 대학로 101, 서울대학교 치과병원 (연건동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
453,453,453,서울도시철도공사 (본사건물 1층 로비),서울특별시 성동구 천호대로 346,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
454,454,454,서울돈화문국악당 (지하2층 로비),서울특별시 종로구 율곡로 102  (와룡동),10:00~18:00,10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,10:00~19:00,10:00~19:00,
455,455,455,서울문영여자고등학교 (3층 운동장 나가는 문 앞),"서울특별시 관악구 관악로 85, 서울문영여자고등학교 (봉천동)",08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,,,
456,456,456,서울문영여자중학교 (1층 교무실 앞),"서울특별시 관악구 관악로 85, 서울문영여자중학교 (봉천동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
457,457,457,서울백운초등학교 (1층 보건실),서울특별시 도봉구 삼양로146길 17 ,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,,,
458,458,458,서울봉현초등학교 (보건실 앞 복도),"서울특별시 관악구 성현로 117, 서울봉현초등학교 (봉천동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
459,459,459,서울사범대학부설여자중학교 (1층 기술가정관),"서울특별시 종로구 대학로 64, 서울대 사범대학 부설 초등학교,여자중학교 1층 (이화동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
460,460,460,서울상곡초등학교 (중앙현관 1층),"서울특별시 노원구 노원로38길 34, 상곡초등학교 (상계동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
461,461,461,서울새솔유치원 (1층 후문 내측 출입문 옆),"서울특별시 중랑구 신내역로1길 136, 서울새솔유치원 1층 (신내동)",07:30~19:30,07:30~19:30,07:30~19:30,07:30~19:30,07:30~19:30,,,
462,462,462,서울서부지방법원 (3층 309호 영장법정 앞 복도),"서울특별시 마포구 마포대로 174, 서울서부지방검찰청,서울서부지방법원 (공덕동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
463,463,463,서울석관초등학교 (본관 1층 승강기 앞),서울특별시 성북구 돌곶이로22길 21 (석관동),09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,,,
464,464,464,서울숲2차푸르지오아파트 (208동 로비층 관리사무소),서울특별시 성동구 금호로 17,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
465,465,465,서울숲한신더휴아파트 (경비 제1초소(101동 옆 정문)),"서울특별시 성동구 고산자로 164(행당동, 서울숲한신더휴)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
466,466,466,서울숲한신더휴아파트 (관리사무소(104동 옆 지하1층)),"서울특별시 성동구 고산자로 164(행당동, 서울숲한신더휴)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
467,467,467,서울숲한신더휴아파트 (제9초소(117동 앞 남문)),"서울특별시 성동구 고산자로 164(행당동, 서울숲한신더휴)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
468,468,468,서울시립노원청소년센터 (지하1층 키박스),"서울특별시 노원구 덕릉로70길 99, 시립노원청소년센터 (상계동)",05:40~23:00,05:40~23:00,05:40~23:00,05:40~23:00,05:40~23:00,08:00~19:00,09:00~18:00,
469,469,469,서울시립노원청소년센터 (2층 헬스장),"서울특별시 노원구 덕릉로70길 99, 시립노원청소년센터 (상계동)",06:00~23:00,06:00~23:00,06:00~23:00,06:00~23:00,06:00~23:00,08:00~19:00,09:00~18:00,
470,470,470,서울시상수도사업본부 (본관 1층 엘리베이터 앞),서울특별시 서대문구 서소문로 51(합동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
471,471,471,서울신방학초등학교 (1층 중앙현관),서울특별시 도봉구 시루봉로 173,08:40~17:00,08:40~17:00,08:40~17:00,08:40~17:00,08:40~17:00,,,
472,472,472,서울신성초등학교 (별관 3층 도서실 앞),"서울특별시 관악구 신림로 114, 서울신성초등학교 (신림동)",08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,
473,473,473,서울아산병원 (동관 6층 대강당),"서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
474,474,474,서울아산병원 (장례식장1층 안내데스크),"서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
475,475,475,서울아산병원 (신관 지하 1층(중식당 옆)),"서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
476,476,476,서울아산병원 (동관 지하 1층(H마트 앞)),"서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
477,477,477,서울아산병원 (신관 1층 안내데스크),"서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
478,478,478,서울아산병원 (동관 1층(안네데스크 앞)),"서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
479,479,479,서울아산병원 (서관 지하 1층(고압산소실 앞)),"서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
480,480,480,서울아산병원 (서관 지하 1층(고압산소실 앞)),"서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
481,481,481,서울안암초등학교 (본관 1층 교무실 출입문 맞은편),서울특별시 성북구 인촌로7가길 39,07:30~16:40,07:30~16:40,07:30~16:40,07:30~16:40,07:30~16:40,,,
482,482,482,서울역센트럴자이아파트 (임대동초소),서울특별시 중구 만리재로 175(만리동2가),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
483,483,483,서울역센트럴자이아파트 (커뮤니티 데스크),서울특별시 중구 만리재로 175(만리동2가),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
484,484,484,서울역센트럴자이아파트 (정문초소),서울특별시 중구 만리재로 175(만리동2가),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
485,485,485,서울역센트럴자이아파트 (관리사무소),서울특별시 중구 만리재로 175(만리동2가),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
486,486,486,서울역센트럴자이아파트 (관리사무소),서울특별시 중구 만리재로 175(만리동2가),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
487,487,487,서울역센트럴자이아파트 (후문초소),서울특별시 중구 만리재로 175(만리동2가),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
488,488,488,서울월드컵경기장 (서울월드컵경기장 서측 1층 출입구),"서울특별시 마포구 월드컵로 240, 월드컵주경기장 (성산동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
489,489,489,서울월드컵경기장 (월드컵경기장 풋살구장 초소 내),"서울특별시 마포구 월드컵로 240, 월드컵주경기장 (성산동)",09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,,09:00~23:00
490,490,490,서울월드컵경기장 (월드컵경기장 풋살구장 초소 내),"서울특별시 마포구 월드컵로 240, 월드컵주경기장 (성산동)",09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,,09:00~23:00
491,491,491,서울위례솔초등학교 (2층 보건실 앞),서울특별시 송파구 위례북로2길 12(거여동),07:30~20:30,07:30~20:30,07:30~20:30,07:30~20:30,07:30~20:30,,,
492,492,492,서울은곡유치원 (1층 주 출입구 옆),서울특별시 강남구 헌릉로569길 41 세곡동 (세곡동),09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,,,
493,493,493,서울은빛유치원 (1층 엘리베이터 앞),"서울특별시 은평구 진관3로 73-11, 서울은빛유치원 (진관동)",07:50~19:50,07:50~19:50,07:50~19:50,07:50~19:50,07:50~19:50,,,
494,494,494,서울인헌초등학교 (2층 엘리베이터 옆),"서울특별시 관악구 낙성대로 23, 서울인헌초등학교 (봉천동)",07:00~19:00,07:00~19:00,07:00~19:00,07:00~19:00,07:00~19:00,,,
495,495,495,서울자운초등학교 (1층 보건실 앞),서울특별시 도봉구 마들로13길 166,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,00:00~00:01,00:00~00:01,00:00~00:01
496,496,496,서울장위초등학교 (장위문화관 카운터 옆),서울특별시 성북구 장월로8가길 41  (장위동),06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~13:00,,
497,497,497,서울장위초등학교 (본관 입구(행정실 옆)),서울특별시 성북구 장월로8가길 41  (장위동),09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,,,
498,498,498,서울적십자병원 (구급차 내부),"서울특별시 종로구 새문안로 9, 서울적십자병원 (평동)",08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,,,
499,499,499,서울적십자병원 (외래본관 1층 로비 스마트모금함 내),"서울특별시 종로구 새문안로 9, 서울적십자병원 (평동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
500,500,500,서울중부경찰서 (1층 현관문 옆),"서울특별시 중구 수표로 27, 서울중부경찰서 (저동2가)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
501,501,501,"서울지방국세청 (서울 종로구 종로5길 86, 1층당직실)",서울특별시 종로구 종로5길 86 1층 당직실 (수송동),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
502,502,502,서울창경초등학교 (1층 보건실앞 복도),서울특별시 도봉구 도봉로129길 54,08:20~16:20,08:20~16:20,08:20~16:20,08:20~16:20,08:20~16:20,,,
503,503,503,서울창도초등학교 (보건실 출입문 옆),서울특별시 도봉구 방학로 32-28 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
504,504,504,서울창동초등학교 (1층 중앙현관 출입구),서울특별시 도봉구 해등로16길 81,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,
505,505,505,서울창림초등학교 (보건실앞 복도),서울특별시 도봉구 덕릉로63길 46,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,
506,506,506,서울창원초등학교 (본관2층 보건실 옆 복도),서울특별시 도봉구 해등로 103,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,,,
507,507,507,서울청년센터금천오랑 (서울청년센터금천오랑 1층),"서울특별시 금천구 가산디지털1로 120, G밸리창업복지센터 1층 (가산동)",10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~17:00,,
