,Unnamed: 0.1,Unnamed: 0,설치기관명,설치기관주소,월요일,화요일,수요일,목요일,금요일,토요일,일요일,공휴일
508,508,508,서울청년센터노원오랑 (출입문 측면),"서울특별시 노원구 동일로 1405, KB금융 노원Plaza (상계동)",10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,,,
509,509,509,서울청사관리소 (2층 의무실(210호) 앞),"서울특별시 종로구 세종대로 209, 정부서울청사 (세종로)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
510,510,510,서울출입국외국인청 (1층 현관),"서울특별시 양천구 목동동로 151, 서울출입국·외국인청 (신정동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
511,511,511,서울출입국외국인청 (보호실),"서울특별시 양천구 목동동로 151, 서울출입국·외국인청 (신정동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
512,512,512,서울컨벤션고등학교 (1층 로비(엘레베이터 앞)),"서울특별시 강동구 동남로 964, 서울컨벤션고등학교 (고덕동)",08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,,,
513,513,513,서울특별시교육청 도봉도서관 (도서관입구로비),"서울특별시 도봉구 삼양로 556, 도봉도서관 (쌍문동)",08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,
514,514,514,서울특별시서북병원 (구급차(70노7400) 내부),"서울특별시 은평구 갈현로7길 49, 서울서북병원 (역촌동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
515,515,515,서울특별시서북병원 (구급차(78노 7188) 내부),"서울특별시 은평구 갈현로7길 49, 서울서북병원 (역촌동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
516,516,516,서울특별시서울의료원 (재난구급차71서1491),"서울특별시 중랑구 신내로 156, 서울의료원 (신내동)",08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,,,
517,517,517,서울특별시서울의료원 (1층 소아청소년과 앞 복도),"서울특별시 중랑구 신내로 156, 서울의료원 (신내동)",08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,,,
518,518,518,서울특별시서울의료원 (1층 정문 병동쪽 출입구 복도),"서울특별시 중랑구 신내로 156, 서울의료원 (신내동)",08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,,,
519,519,519,서울특별시서울의료원 (일반구급차73다2318),"서울특별시 중랑구 신내로 156, 서울의료원 (신내동)",08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,,,
520,520,520,서울특별시서울의료원 (지하 2층 식당 앞 복도),"서울특별시 중랑구 신내로 156, 서울의료원 (신내동)",08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,,,
521,521,521,서울특별시서울의료원 (지하 1층 재활의학센터 운동치료실 내부),"서울특별시 중랑구 신내로 156, 서울의료원 (신내동)",08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,,,
522,522,522,서울특별시서울의료원 (1층 내과 2번방 앞),"서울특별시 중랑구 신내로 156, 서울의료원 (신내동)",08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,,,
523,523,523,서울특별시서울의료원 (1층 소아청소년과 앞 복도),"서울특별시 중랑구 신내로 156, 서울의료원 (신내동)",08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,,,
524,524,524,서울특별시서울의료원 (1층 정문 병동쪽 출입구 복도),"서울특별시 중랑구 신내로 156, 서울의료원 (신내동)",08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,,,
525,525,525,서울특별시서울의료원 (일반구급차73다2318),"서울특별시 중랑구 신내로 156, 서울의료원 (신내동)",08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,,,
526,526,526,서울특별시어린이병원 (삼성발달센터 5층),서울특별시 서초구 헌릉로 260 삼성발달센터 5층,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,500:00~24:00,00:00~24:00
527,527,527,서울특별시어린이병원 (삼성발달센터3층),서울특별시 서초구 헌릉로 260 삼성발달센터 3층,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,500:00~24:00,00:00~24:00
528,528,528,서울특별시장애인치과병원 (3층진료실),"서울특별시 성동구 마장로 207, 서울시립장애인치과병원 (홍익동)",08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,,,
529,529,529,서울특별시장애인치과병원 (2층 진료실),"서울특별시 성동구 마장로 207, 서울시립장애인치과병원 (홍익동)",08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,,,
530,530,530,서울특별시청시민청 (지하 2층 에스컬레이터 옆),"서울특별시 중구 세종대로 110, 서울특별시청 시민청 지하 1,2층 (태평로1가)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,,
531,531,531,서울특별시청시민청 (지하 1층 부출입구 안내데스크 옆),"서울특별시 중구 세종대로 110, 서울특별시청 시민청 지하 1,2층 (태평로1가)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,,
532,532,532,서울특별시학교보건진흥원 (1층 현관 복도),서울특별시 종로구 송월길 48 학교보건진흥원,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,00:00~24:00,06:00~22:00
533,533,533,서울행현초등학교 (1층 보건실 앞 복도),"서울특별시 성동구 행당로 95, 행현초등학교 (행당동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
534,534,534,서원동주민센터 (민원실 내),"서울특별시 관악구 신림로 282, 서원동주민센터 (신림동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
535,535,535,서초래미안리더스원 (생활지원센터 내),"서울특별시 서초구 서운로 62 (서초동, 래미안 리더스원)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
536,536,536,서초우체국 (1층 영업과),"서울특별시 서초구 동산로 19, 서울서초우체국 1층 (양재동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
537,537,537,석촌초등학교 (본관 1층 복도(보건실 맞은 편)),"서울특별시 송파구 가락로11길 26, 석촌초등학교 (석촌동)",08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,00:00~24:00,00:00~24:00,00:00~24:00
538,538,538,선유도서관 (1층 로비),"서울특별시 영등포구 선유로43가길 10-8, 선유도서관 (양평동3가)",,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~17:00,09:00~17:00,
539,539,539,성동구립숲속도서관 (검색대 사이 창가),"서울특별시 성동구 매봉길 49-29, 응봉근린공원(매봉산) 책쉼터(숲속도서관) (옥수동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
540,540,540,성동구보건소 (보건소 구급차 내 비치),서울특별시 성동구 마장로23길 10  (홍익동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,00:09~18:00,09:00~18:00
541,541,541,성동구보건소 (4층 예방접종 이상반응관찰실(건강관리과)),서울특별시 성동구 마장로23길 10  (홍익동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
542,542,542,성동구보건소 (4층 예방접종 이상반응관찰실(건강관리과)),"서울특별시 성동구 마장로23길 10, 성동구보건소 (홍익동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
543,543,543,성동세무서 (1층 안내실 옆),"서울특별시 성동구 광나루로 297, 성동세무서 1층 (송정동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
544,544,544,성동평생건강누림센터 (성동평생건강누림센터성동체력인증센터),"서울특별시 성동구 왕십리로5길 3, 성수1가제2동 공공복합청사 4층 (성수동1가)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
545,545,545,성민종합사회복지관 (2층 로비),"서울특별시 관악구 호암로 549, 성민종합사회복지관 (신림동)",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,09:00~14:00,,
546,546,546,성베드로학교 (성베드로학교 7층 도서실옆),"서울특별시 구로구 연동로 320, 성공회대학교 7층 도서실옆 7층 (항동)",08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,
547,547,547,성북50플러스센터 (3층 로비),"서울특별시 성북구 지봉로24길 26, 3층 (보문동5가)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,,,
548,548,548,성북구립장위청소년문화누림센터 (1층 계단 복도),서울특별시 성북구 장월로 89-6 (장위동),,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~18:00,,
549,549,549,성북구민헬스센터 (지하1층 헬스장),"서울특별시 성북구 성북로4길 177, 성북구민회관 지하1층 (돈암동)",06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,07:00~18:00,,10:00~18:00
550,550,550,성북발달장애인평생교육센터 (4층 로비),"서울특별시 성북구 종암로 18, 거산프라자 4층 (종암동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,00:00~00:30,500:00~24:00,00:00~00:30
551,551,551,성북종합레포츠타운 (2층 수영장 사무실 입구),서울특별시 성북구 한천로58길 307 (석관동),06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~18:00,,10:00~18:00
552,552,552,성북펜싱체육관 (2층 헬스지도자실),서울특별시 성북구 종암로24가길 109 (종암동),06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~18:00,,10:00~18:00
553,553,553,성북펜싱체육관 (건물출입구),서울특별시 성북구 종암로24가길 109  (종암동),06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~18:00,,10:00~18:00
554,554,554,성북푸드마켓 (사무실),서울특별시 성북구 안암로3길 67 ,00:00~23:55,00:00~23:55,00:00~23:55,00:00~23:55,00:00~23:55,00:00~23:55,,
555,555,555,성신여자대학교 (성신건강관리센터 입구),"서울특별시 성북구 보문로34다길 2, 성신여자대학교 (돈암동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
556,556,556,성신여자대학교 (수정관 로비),"서울특별시 성북구 보문로34다길 2, 성신여자대학교 (돈암동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
557,557,557,성신여자대학교 (성신여자대학교 수정캠퍼스 쳬육관 입구),"서울특별시 성북구 보문로34다길 2, 성신여자대학교 (돈암동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
558,558,558,성신여자중학교 (4층 복도),서울특별시 성북구 북악산로 918 (돈암동),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
559,559,559,성현동주민센터 (민원실 내),"서울특별시 관악구 구암길 38, 성현동주민센터 (봉천동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
560,560,560,세븐럭카지노힐튼호텔점 (세븐럭카지노 직원구역),"서울특별시 중구 소월로 50, 힐튼호텔 (남대문로5가)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
561,561,561,세븐럭카지노힐튼호텔점 (세븐럭카지노 영업장),"서울특별시 중구 소월로 50, 힐튼호텔 (남대문로5가)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
562,562,562,세이브존 (세이브존 직원 출입구),"서울특별시 노원구 한글비석로 57, 세이브존 (하계동)",10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,00:00~24:00,10:00~21:00
563,563,563,세종텔레콤주식회사 (4층 사무실 앞),"서울특별시 강동구 상일로10길 36, 세종텔레콤 지식산업센터 (상일동)",07:30~19:30,07:30~19:30,07:30~19:30,07:30~19:30,07:30~19:30,,,
564,564,564,세종텔레콤주식회사 (3층 사무실 앞),"서울특별시 강동구 상일로10길 36, 세종텔레콤 지식산업센터 (상일동)",07:30~19:30,07:30~19:30,07:30~19:30,07:30~19:30,07:30~19:30,,,
565,565,565,센터스퀘어등촌 (지하1층 아파트 공동출입문 안쪽 로비),"서울특별시 강서구 공항대로 543(염창동, 센터스퀘어)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
566,566,566,센트라스아파트 (커뮤니티센터(헬스장)),"서울특별시 성동구 왕십리로 410(하왕십리동, 센트라스)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
567,567,567,센트라스아파트 (경비 제1초소),"서울특별시 성동구 왕십리로 410(하왕십리동, 센트라스)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
568,568,568,"센트럴시티 (지하4층 엘리베이터 1,2호기 앞 공용부)","서울특별시 서초구 신반포로 176, 센트럴시티 (반포동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
569,569,569,센트럴시티 (지하1층 메가박스 복도),"서울특별시 서초구 신반포로 176, 센트럴시티 (반포동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
570,570,570,소월아트홀 (1층 정문 로비 승강기 앞),"서울특별시 성동구 왕십리로 281, 성동문화회관 (행당동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,
571,571,571,소피텔앰배서더서울호텔서비스드레지던스 (1층 출입구),"서울특별시 송파구 잠실로 209, KT송파타워 (신천동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
572,572,572,송파구보건소 (1층 민원실 앞),"서울특별시 송파구 올림픽로 326, 송파구청 (신천동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
573,573,573,송파구보건소 (2층복도),"서울특별시 송파구 올림픽로 326, 송파구청 (신천동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
574,574,574,송파레이크파크호반써밋1단지 (커뮤니티 센터 내),"서울특별시 송파구 위례송파로 40(거여동, 송파 레이크파크 호반써밋 Ⅰ)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
575,575,575,송파레이크파크호반써밋2단지 (관리사무소),"서울특별시 송파구 위례송파로 80(거여동, 송파 레이크파크 호반써밋Ⅱ)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
576,576,576,송파시그니처롯데캐슬아파트 (후문 경비초소 안),"서울특별시 송파구 거마로 56(거여동, 송파시그니처롯데캐슬)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
577,577,577,송파체육문화회관 (1층 로비),"서울특별시 송파구 양산로 15, 송파구체육문화회관 (거여동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,
578,578,578,송파헬리오시티 (4권역 1층 관리사무소),"서울특별시 송파구 송파대로 345  (가락동, 헬리오시티)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
579,579,579,수락중 (중앙현관),"서울특별시 노원구 동일로 1729, 수락중학교 (상계동)",08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,,,
580,580,580,수서오피스빌딩 (로비),"서울특별시 강남구 광평로 281, 수서빌딩 1층 (수서동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
581,581,581,숭의여자대학교 (본관 1층),"서울특별시 중구 소파로2길 10, 숭의여자대학교 (예장동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
582,582,582,스페이스살림 (B2층 안내데스크 앞),"서울특별시 동작구 노량진로 10, 여성가족복합시설 스페이스살림 B2층 (대방동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00
583,583,583,시립서부노인전문요양센터 (1층 간호사실),"서울특별시 마포구 월드컵로36길 15, 서부노인전문요양센터 (성산동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
584,584,584,시청자미디어재단 (시청자미디어재단 3층),"서울특별시 영등포구 국회대로70길 23, 용산빌딩 (여의도동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
585,585,585,시청자미디어재단 (시청자미디어재단 4층),"서울특별시 영등포구 국회대로70길 23, 용산빌딩 (여의도동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
586,586,586,시흥벽산6단지아파트 (602동 1층),"서울특별시 금천구 금하로 796(시흥동, 벽산6단지아파트)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
587,587,587,시흥벽산6단지아파트 (603동 1층),"서울특별시 금천구 금하로 796(시흥동, 벽산6단지아파트)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
588,588,588,시흥벽산6단지아파트 (601동 1층),"서울특별시 금천구 금하로 796(시흥동, 벽산6단지아파트)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
589,589,589,시흥벽산6단지아파트 (604동 1층),"서울특별시 금천구 금하로 796(시흥동, 벽산6단지아파트)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
590,590,590,신공덕1차삼성래미안아파트 (아파트 정문초소),"서울특별시 마포구 백범로37길 12(신공덕동, 신공덕1차삼성래미안아파트)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
