,설치기관명,설치기관주소,구별설치기관주소,월요일,화요일,수요일,목요일,금요일,토요일,일요일,공휴일
4750,풍문고등학교 (1층 보건실 앞),서울특별시 강남구 자곡로 152  (자곡동),강남구 ,07:00~17:00,07:00~17:00,07:00~17:00,07:00~17:00,07:00~17:00,,,
4751,3호선 도곡역 (역 내),"서울특별시 강남구 남부순환로 지하 2814, 도곡역 (도곡동)",강남구 ,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,00:00~24:00,05:00~24:00
4752,3호선 압구정역 (역 내),"서울특별시 강남구 압구정로 지하 172, 압구정역 (신사동)",강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4753,수서LH아파트 (관리사무소),"서울특별시 강남구 광평로51길 49 (수서동, 주공아파트)",강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4754,개포경남아파트 (관리사무소),"서울특별시 강남구 언주로 110  (개포동, 경남아파트)",강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4755,개포경남아파트 (기관실),"서울특별시 강남구 언주로 110  (개포동, 경남아파트)",강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4756,도곡렉슬아파트 (관리사무소),서울특별시 강남구 선릉로 221 (도곡동) 도곡렉슬아파트,강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4757,까치마을아파트 (관리사무실 정문 옆 벽부),서울특별시 강남구 광평로19길 10 (수서동) 까치마을아파트,강남구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
4758,자곡포레아파트 (314동 5초소 경비실 내),서울특별시 강남구 밤고개로21길 25 (자곡동) 자곡포레아파트,강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4759,강남운전면허시험장 (2층 민원홀 중간 벽면),서울특별시 강남구 테헤란로114길 20 강남운전면허시험장,강남구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
4760,수서신동아아파트 (관리동 1층 로비),"서울특별시 강남구 광평로47길 17 (수서동, 신동아아파트)",강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4761,서울개일초등학교 (본관 1층 보건실 앞 복도),서울특별시 강남구 개포로 401 (개포동),강남구 ,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,00:00~24:00,00:00~24:00,00:00~24:00
4762,경기여자고등학교 (본관 1층 중앙현관 복도 보건실 앞),서울특별시 강남구 삼성로 29 (개포동),강남구 ,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,,,
4763,대진디자인고등학교 (3층 교무실 옆),서울특별시 강남구 광평로39길 93 (수서동),강남구 ,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,00:00~24:00,06:00~22:00
4764,대청아파트 (관리사무소 1층 경로당 현관입구(좌측)),서울특별시 강남구 개포로109길 21 (개포동) 대청아파트,강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4765,은마 아파트 (은마상가 별관 1층),"서울특별시 강남구 삼성로 212 (대치동, 은마아파트)",강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4766,미도아파트 (관리동 지하 1층),서울특별시 강남구 삼성로 150 (대치동) 미도아파트,강남구 ,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00
4767,휘문중학교 (보건실 옆),서울특별시 강남구 역삼로 541 (대치동),강남구 ,,,,,,09:00~17:00,09:00~17:00,09:00~17:00
4768,서울봉은초등학교 (본관 중앙현관 보건실 우측),서울특별시 강남구 학동로 610 (삼성동),강남구 ,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~13:00,00:00~24:00,
4769,서울일원초등학교 (본관 1층 중앙현관),서울특별시 강남구 영동대로4길 20 (일원동),강남구 ,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,
4770,수서1단지에스에이치빌 (단지 내),"서울특별시 강남구 양재대로55길 10 (일원동, 수서1단지 에스에이치빌)",강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4771,수인분당선 한티역 (지하1층 맞이방 우측벽면),서울특별시 강남구 선릉로 지하 228,강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4772,도봉구보건소 (1층 안내데스크),"서울특별시 도봉구 방학로3길 117, 도봉보건소,  쌍문2동주민센터 (쌍문동)",도봉구 ,07:00~22:00,07:00~22:00,07:00~22:00,07:00~22:00,07:00~22:00,09:00~18:00,09:00~18:00,09:00~18:00
4773,개포현대2차아파트 (관리사무소 내),서울특별시 강남구 언주로 107,강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4774,역삼럭키아파트 (102동 9~16라인 경비실),서울특별시 강남구 논현로 213 (도곡동) 역삼럭키아파트,강남구 ,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00
4775,세곡푸르지오아파트 (관리사무소 입구),서울특별시 강남구 자곡로 21,강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4776,역삼럭키아파트 (102동 9-10라인 경비실 입구 좌측 벽면),서울특별시 강남구 논현로 213 (도곡동) 역삼럭키아파트,강남구 ,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00
4777,(주)이마트SSG 청담점 (지하1층 고객센터),서울특별시 강남구 도산대로 442 피엔폴루스 (청담동),강남구 ,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00
4778,서울자곡초등학교 (행정실 복도),서울특별시 강남구 자곡로 150 (자곡동),강남구 ,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,
4779,선경아파트 (관리사무소 입구),"서울특별시 강남구 삼성로 151 (대치동, 선경아파트)",강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4780,압구정고등학교 (중앙현관 로비),서울특별시 강남구 압구정로39길 20 (압구정동),강남구 ,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,,,
4781,서울역삼초등학교 (교무실 앞 복도 벽면),서울특별시 강남구 강남대로66길 21 (역삼동),강남구 ,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,,,
4782,풍문고등학교 (행정동 현관입구),서울특별시 강남구 자곡로 152  (자곡동),강남구 ,07:00~17:00,07:00~17:00,07:00~17:00,07:00~17:00,07:00~17:00,,,
4783,성모자애단기거주시설미리암의집 (1층 현관 앞),서울특별시 강남구 헌릉로757길 35 율현동 (율현동),강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4784,서울율현초등학교 (보건실앞 복도),서울특별시 강남구 밤고개로21길 15  (자곡동),강남구 ,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,,,
4785,구현대아파트 (경비 반장실 내),서울특별시 강남구 압구정로29길 71 (압구정동) 현대아파트,강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4786,수서 삼성아파트 (관리사무소 입구 안쪽),"서울특별시 강남구 광평로31길 27 (수서동, 삼성아파트)",강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4787,신구중학교 (중앙현관),서울특별시 강남구 압구정로36길 17,강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4788,9호선 삼성중앙역 (삼성중앙역 지하1층 대합실 고객안전실 앞),서울특별시 강남구 봉은사로 지하 501,강남구 ,05:00~25:00,05:00~25:00,05:00~25:00,05:00~25:00,05:00~25:00,05:00~24:00,05:00~24:00,05:00~24:00
4789,강남LHe편한세상아파트 (관리사무소 입구),서울특별시 강남구 헌릉로571길 20,강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4790,9호선 언주역 (지하1층 대합실 안전관리실 앞),서울특별시 강남구 봉은사로 지하 201,강남구 ,05:00~25:00,05:00~25:00,05:00~25:00,05:00~25:00,05:00~25:00,05:00~24:00,00:00~24:00,05:00~24:00
4791,백련산힐스테이트2차 (203동 지하1층 관리사무소),"서울특별시 은평구 백련산로 38 (응암동, 백련산 힐스테이트 2차)",은평구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4792,가락삼익맨숀 (정문초소 내),서울특별시 송파구 오금로32길 5 가락삼익맨숀,송파구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4793,광신고등학교 (D동 1층 보건실 앞 복도),"서울특별시 관악구 광신길 141, 광신학원 (신림동)",관악구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4794,텐즈힐2아파트 (정문 경비실),서울특별시 성동구 마장로 137 관리사무소,성동구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4795,한국삼육고등학교 ((공릉2동) 보건실),"서울특별시 노원구 화랑로 815, 삼육고등학교 (공릉동)",노원구 ,07:00~22:00,07:00~22:00,07:00~22:00,07:00~22:00,07:00~22:00,07:00~22:00,07:00~22:00,07:00~22:00
4796,등촌주공3단지아파트 (정문초소 관리사무소 1층 현관),서울특별시 강서구 강서로56나길 37 관리사무소,강서구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,1300:00~24:00,00:00~24:00
4797,마곡수명산파크2단지아파트 (관리사무실),서울특별시 강서구 강서로47길 158 관리사무실,강서구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4798,덕성여자중학교 (1층 중앙현관),서울특별시 종로구 율곡로3길 49 (송현동),종로구 ,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,,,
4799,수도사랑의학교 (1층(로비)),서울특별시 종로구 사직로7길 17 2층 교무실 (사직동),종로구 ,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,,,
4800,한국우진학교 (2층 중앙 복도),서울특별시 마포구 월드컵북로38길 21 (중동),마포구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4801,방학청구아파트 (아파트 정문 경비초소),서울특별시 도봉구 시루봉로 71 (방학동) 청구아파트,도봉구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4802,길동역 (지하2층 대합실),서울특별시 강동구 양재대로 지하 1480,강동구 ,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00
4803,구의파출소 (구의파출소 1층 사무실),서울특별시 광진구 광나루로43길 26 구의파출소 (구의동),광진구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,500:00~24:00,00:00~24:00
4804,우장산아이파크e편한세상아파트 (관리동앞),서울특별시 강서구 강서로 266 관리동앞,강서구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4805,우장산아이파크e편한세상아파트 (관리사무소 옆 상황실),서울특별시 강서구 강서로 266 관리동앞,강서구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4806,노원어린이도서관 (1층 중앙데스크),서울특별시 노원구 한글비석로 346,노원구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
4807,강변건영아파트 (관리사무소 내),"서울특별시 성동구 왕십리로 36 (성수동1가, 강변 건영아파트)",성동구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4808,서울사대부속중학교 (본관 1층 보건실 앞),서울특별시 성북구 월곡로 36 (종암동),성북구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4809,다락원체육공원 (1층 출입구),서울특별시 도봉구 창포원로 45  (도봉동),도봉구 ,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00
4810,래미안서초에스티지S아파트 (정문 보안실),"서울특별시 서초구 서운로 104 정문 보안실 (서초동, 래미안 서초 에스티지S)",서초구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4811,창동삼성아파트 (117 경비실),서울특별시 도봉구 노해로66길 29,도봉구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4812,창동삼성아파트 (116 경비실),서울특별시 도봉구 노해로66길 29,도봉구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4813,창동삼성아파트 (114 경비실),서울특별시 도봉구 노해로66길 29,도봉구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4814,창동삼성아파트 (111 경비실),서울특별시 도봉구 노해로66길 29,도봉구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4815,창동삼성아파트 (110 경비실),서울특별시 도봉구 노해로66길 29,도봉구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4816,창동삼성아파트 (107 경비실),서울특별시 도봉구 노해로66길 29,도봉구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4817,창동삼성아파트 (106 경비실),서울특별시 도봉구 노해로66길 29,도봉구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4818,창동삼성아파트 (101 경비실),서울특별시 도봉구 노해로66길 29,도봉구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4819,금호벽산아파트 (경비13초소),"서울특별시 성동구 금호로 100(금호동1가, 벽산아파트)",성동구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4820,금호벽산아파트 (경비12초소),"서울특별시 성동구 금호로 100(금호동1가, 벽산아파트)",성동구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4821,금호벽산아파트 (경비11초소),"서울특별시 성동구 금호로 100(금호동1가, 벽산아파트)",성동구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4822,금호벽산아파트 (경비10초소),"서울특별시 성동구 금호로 100(금호동1가, 벽산아파트)",성동구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4823,금호벽산아파트 (경비9초소),"서울특별시 성동구 금호로 100(금호동1가, 벽산아파트)",성동구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4824,금호벽산아파트 (경비7초소),"서울특별시 성동구 금호로 100(금호동1가, 벽산아파트)",성동구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4825,금호벽산아파트 (경비6초소),"서울특별시 성동구 금호로 100(금호동1가, 벽산아파트)",성동구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4826,금호벽산아파트 (경비5초소),"서울특별시 성동구 금호로 100(금호동1가, 벽산아파트)",성동구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4827,금호벽산아파트 (경비4초소),"서울특별시 성동구 금호로 100(금호동1가, 벽산아파트)",성동구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4828,금호벽산아파트 (경비3초소),"서울특별시 성동구 금호로 100(금호동1가, 벽산아파트)",성동구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4829,금호벽산아파트 (경비2초소),"서울특별시 성동구 금호로 100(금호동1가, 벽산아파트)",성동구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4830,금호벽산아파트 (경비1초소),"서울특별시 성동구 금호로 100(금호동1가, 벽산아파트)",성동구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4831,금호벽산아파트 (경비8초소),"서울특별시 성동구 금호로 100(금호동1가, 벽산아파트)",성동구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4832,래미안송파파인탑 (1층 경로당),서울특별시 송파구 오금로32길 31 관리동 노인정 1층,송파구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4833,래미안송파파인탑 (2층 관리사무소),"서울특별시 송파구 오금로32길 31 (송파동, 래미안송파파인탑)",송파구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4834,서울동부구치소 (의료과 4층 혈액투석실),서울특별시 송파구 정의로 37 서울동부구치소 (문정동),송파구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4835,마곡엠밸리14단지아파트 (정문 경비실),"서울특별시 강서구 마곡중앙로 33  (마곡동, 마곡엠밸리14단지)",강서구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4836,국립정신건강센터 (1층 안내데스크 옆),"서울특별시 광진구 용마산로 127, 국립정신건강센터 (중곡동)",광진구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
