,Unnamed: 0,설치기관명,설치기관주소,소재지,월요일,화요일,수요일,목요일,금요일,토요일,일요일,공휴일,위도,경도
601,601,신사동주민센터 (민원실 내),"서울특별시 관악구 남부순환로 1517-1, 신사동주민센터 (신림동)",관악구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.482955943187,126.919110907593
602,602,신세계센트럴시티(호남선터미널) (1층 대합실 매표소 앞),"서울특별시 서초구 신반포로 176, 센트럴시티 (반포동)",서초구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5039351769908,127.002413006799
603,603,신원동주민센터 (민원실 내),"서울특별시 관악구 남부순환로 1540, 신원동주민센터 (신림동)",관악구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.4828773774948,126.921790716952
604,604,신촌그랑자이 아파트 (노인정(204동 로비층)),"서울특별시 마포구 대흥로 175 (대흥동, 신촌그랑자이)",마포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5557638823443,126.943522522655
605,605,신촌그랑자이 아파트 (커뮤니티센터(104동 로비층)),"서울특별시 마포구 대흥로 175(대흥동, 신촌그랑자이)",마포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5557638823443,126.943522522655
606,606,신촌그랑자이 아파트 (자이안센터 건강관리실(105동 로비층)),"서울특별시 마포구 대흥로 175 (대흥동, 신촌그랑자이)",마포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5557638823443,126.943522522655
607,607,신촌그랑자이 아파트 (경비실(106동 옆)),"서울특별시 마포구 대흥로 175 (대흥동, 신촌그랑자이)",마포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5557638823443,126.943522522655
608,608,신촌그랑자이 아파트 (경비실(201동 지하층)),"서울특별시 마포구 대흥로 175 (대흥동, 신촌그랑자이)",마포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5557638823443,126.943522522655
609,609,"신촌그랑자이 아파트 (111동 4,5라인 로비)","서울특별시 마포구 대흥로 175 (대흥동, 신촌그랑자이)",마포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5557638823443,126.943522522655
610,610,신촌그랑자이 아파트 (경비실(106동 옆)),"서울특별시 마포구 대흥로 175 (대흥동, 신촌그랑자이)",마포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5557638823443,126.943522522655
611,611,신촌그랑자이 아파트 (경비실(201동 지하층)),"서울특별시 마포구 대흥로 175 (대흥동, 신촌그랑자이)",마포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5557638823443,126.943522522655
612,612,"신촌그랑자이 아파트 (111동 4,5라인 로비)","서울특별시 마포구 대흥로 175 (대흥동, 신촌그랑자이)",마포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5557638823443,126.943522522655
613,613,신촌숲아이파크아파트 (커뮤니티센터),"서울특별시 마포구 광성로 17 (신수동, 신촌숲아이파크)",마포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5503208717885,126.935286024774
614,614,신촌태영데시앙아파트 (신촌태영데시앙관리사무소),서울특별시 마포구 서강로9길 45,마포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.552660090428,126.931380459593
615,615,신트리2단지(영구임대) (관리사무소),"서울특별시 양천구 신정로 275(신정동, 신트리2단지아파트)",양천구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5130276487833,126.853126177609
616,616,쌍문금호1차아파트 (경로당 입구),"서울특별시 도봉구 해등로26길 20(쌍문동, 금호아파트)",도봉구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6591360455267,127.033557068172
617,617,쌍문현대1차아파트 (관리실),서울특별시 도봉구 해등로 242-12,도봉구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6586683068739,127.030724177917
618,618,쌍문현대1차아파트 (2경비실),서울특별시 도봉구 해등로 242-12,도봉구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6586683068739,127.030724177917
619,619,쌍문현대2차아파트 (경비실),서울특별시 도봉구 시루봉로6길 53,도봉구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.659417638339,127.030083486611
620,620,아시아퍼시픽국제외국인학교 (1층 로비),서울특별시 노원구 월계로45가길 57,노원구,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,,,,37.6312069854896,127.050296196373
621,621,아이파크삼성동아파트 (방재실 내),"서울특별시 강남구 영동대로 640  (삼성동, 아이파크삼성)",강남구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5183982498328,127.059549285144
622,622,아이파크삼성동아파트 (스포츠존 내),"서울특별시 강남구 영동대로 640  (삼성동, 아이파크삼성)",강남구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5183982498328,127.059549285144
623,623,아이파크삼성동아파트 (2동 로비 내),"서울특별시 강남구 영동대로 640  (삼성동, 아이파크삼성)",강남구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5183982498328,127.059549285144
624,624,아이파크삼성동아파트 (3동 로비 내),"서울특별시 강남구 영동대로 640  (삼성동, 아이파크삼성)",강남구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5183982498328,127.059549285144
625,625,아이파크삼성동아파트 (1동 로비 내),"서울특별시 강남구 영동대로 640  (삼성동, 아이파크삼성)",강남구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5183982498328,127.059549285144
626,626,아현문화건강센터 (아현문화건강센터 2층 복도),"서울특별시 마포구 마포대로11길 44-81, 아현문화건강센터 (아현동)",마포구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.5493403158047,126.951882162987
627,627,아현문화건강센터 (아현문화건강센터 지하1층 로비),서울특별시 마포구 마포대로11길 44-81 아현문화건강센터 (아현동),마포구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,10:00~16:00,,,37.5493403158047,126.951882162987
628,628,아현문화건강센터 (아현문화건강센터 3층 복도),"서울특별시 마포구 마포대로11길 44-81, 아현문화건강센터 (아현동)",마포구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.5493403158047,126.951882162987
629,629,아현문화건강센터 (아현문화건강센터 1층 복도),"서울특별시 마포구 마포대로11길 44-81, 아현문화건강센터 (아현동)",마포구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.5493403158047,126.951882162987
630,630,암사역 (지하1층 대합실),서울특별시 강동구 올림픽로 지하 776,강동구,05:00~25:00,05:00~25:00,05:00~25:00,05:00~25:00,05:00~25:00,05:00~24:00,05:00~24:00,05:00~24:00,37.5501403417224,127.127540246626
631,631,약수하이츠아파트(분양) (관리사무소),서울특별시 중구 동호로10길 30,중구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.5551915990934,127.016359379417
632,632,여의도고등학교 (동관 3층 체육관),"서울특별시 영등포구 국제금융로7길 37, 여의도고등학교 (여의도동)",영등포구,09:00~14:00,09:00~14:00,09:00~14:00,09:00~14:00,09:00~14:00,,,,37.525051010673,126.934219234109
633,633,여의도고등학교 (본관 1층 중앙현관),"서울특별시 영등포구 국제금융로7길 37, 여의도고등학교 (여의도동)",영등포구,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,,,,37.525051010673,126.934219234109
634,634,여의도자이아파트 (101동 1층 로비 데스크),서울특별시 영등포구 여의동로3길 10 여의도자이아파트,영등포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5181172905531,126.925195988034
635,635,염광고등학교 (3층 중앙계단),서울특별시 노원구 월계로45가길 9 염광고등학교 (월계동),노원구,07:30~16:00,07:30~16:00,07:30~16:00,07:30~16:00,07:30~16:00,,,,37.6302844506448,127.049264552091
636,636,염광중학교 (건물현관),"서울특별시 노원구 월계로45가길 9, 염광중,고,메디텍고,유치원 (월계동)",노원구,,,,,,,00:00~24:00,,37.6302844506448,127.049264552091
637,637,염리삼성래미안아파트 (107동),"서울특별시 마포구 백범로25길 63(염리동, 염리삼성래미안)",마포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5493387565751,126.946778802082
638,638,"염리삼성래미안아파트 (106동 3,4라인)","서울특별시 마포구 백범로25길 63(염리동, 염리삼성래미안)",마포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5493387565751,126.946778802082
639,639,"염리삼성래미안아파트 (103동 1,2라인)","서울특별시 마포구 백범로25길 63(염리동, 염리삼성래미안)",마포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5493387565751,126.946778802082
640,640,염창동주민센터 (민원실),"서울특별시 강서구 양천로67가길 63, 염창동주민센터 (염창동)",강서구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.5537713605699,126.870965709884
641,641,영등포구보건소 (일반구급차 내),서울특별시 영등포구 당산로 123 영등포구보건소,영등포구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.525963157053,126.896367130558
642,642,영등포구보건소 (제1예방접종센터 응급처치실),"서울특별시 영등포구 당산로 123, 영등포구청 (당산동3가)",영등포구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.525963157053,126.896367130558
643,643,영등포종합사회복지관 (1층 로비),"서울특별시 영등포구 신길로13길 4, 영등포종합사회복지관 (신길동)",영등포구,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,,,,37.4973173815107,126.907694926891
644,644,영원무역명동빌딩 (1층 출입구 앞),서울특별시 중구 퇴계로 128(남산동2가),중구,07:00~22:00,07:00~22:00,07:00~22:00,07:00~22:00,07:00~22:00,09:00~21:00,09:00~21:00,09:00~21:00,37.5606234748036,126.986004127537
645,645,올림픽병원 (신속진료실),"서울특별시 송파구 백제고분로 283, 어깨동무빌딩 (석촌동)",송파구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5027492839918,127.097999017192
646,646,왕십리자이아파트 (관리사무소 앞),"서울특별시 성동구 난계로 100  (하왕십리동, 왕십리자이)",성동구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5615293048656,127.024651500492
647,647,외교부 (외교부 13층 당직실(1312호)),"서울특별시 종로구 사직로8길 60, 정부서울청사별관 (도렴동)",종로구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5736099837789,126.975098079733
648,648,외교부 (외교부 9층 서쪽 복도),"서울특별시 종로구 사직로8길 60, 정부서울청사별관 (도렴동)",종로구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5736099837789,126.975098079733
649,649,외교부 (외교부5층 동쪽 복도),"서울특별시 종로구 사직로8길 60, 정부서울청사별관 (도렴동)",종로구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5736099837789,126.975098079733
650,650,외교부 (외교부5층 동쪽 복도),"서울특별시 종로구 사직로8길 60, 정부서울청사별관 (도렴동)",종로구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5736099837789,126.975098079733
651,651,용곡초등학교 (교무실 앞 복도),서울특별시 광진구 용마산로22길 82 서울용곡초등학교,광진구,09:00~16:40,09:00~16:40,09:00~16:40,09:00~16:40,09:00~16:40,,,,37.5671086161443,127.088452984118
652,652,용답어린이집 (1층 원장실),서울특별시 성동구 자동차시장길 22 용답어린이집,성동구,07:30~21:30,07:30~21:30,07:30~21:30,07:30~21:30,07:30~21:30,,,,37.5611860303046,127.05639860755
653,653,용두신동아아파트(분양) (정문초소내),"서울특별시 동대문구 무학로26길 30(용두동, 신동아아파트)",동대문구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5731024763708,127.031584630426
654,654,용마지구대 (사무실 내 1층 순찰팀장 좌석 뒤),"서울특별시 중랑구 동일로 566, 중랑경찰서용마지구대 (면목동)",중랑구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5809441456434,127.079936341665
655,655,우신초등학교 (학교 강당),"서울특별시 영등포구 신길로 190, 서울우신초등학교 (신길동)",영등포구,08:00~17:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,,,,37.5098647213535,126.911863664868
656,656,우이신설도시철도북한산보국문역 (대합실 상선 엘리베이터 앞),"서울특별시 성북구 보국문로 지하 88, 북한산보국문역 (정릉동)",성북구,05:00~23:59,05:00~23:59,05:00~23:59,05:00~23:59,05:00~23:59,05:00~23:59,05:00~24:00,05:00~23:59,37.6121461272569,127.008208009279
657,657,우이신설도시철도성신여대입구역 (상선 E/S 앞),서울특별시 성북구 동소문로 지하 102 (동선동4가),성북구,05:00~23:59,05:00~23:59,05:00~23:59,05:00~23:59,05:00~23:59,05:00~23:59,05:00~23:59,05:00~23:59,37.5927179261346,127.016477649743
658,658,우이신설선 보문역 (상선 E/S 앞),서울특별시 성북구 보문로 지하 116 (보문동1가),성북구,05:00~23:59,05:00~23:59,05:00~23:59,05:00~23:59,05:00~23:59,05:00~23:59,05:00~23:59,05:00~23:59,37.5853277238848,127.019386983515
659,659,우이신설선 정릉역 (역무원 부스 옆),"서울특별시 성북구 아리랑로 지하 122, 정릉역 (정릉동)",성북구,05:00~23:59,05:00~23:59,05:00~23:59,05:00~23:59,05:00~23:59,05:00~23:59,05:00~24:00,05:00~23:59,37.6026876819314,127.013496185509
660,660,우장산힐스테이트아파트 (단지내 후문 경비초소),"서울특별시 강서구 강서로 348  (내발산동, 우장산힐스테이트)",강서구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5570784073479,126.83808109977
661,661,워커힐아파트 (워커힐아파트 정문초소),서울특별시 광진구 아차산로 637 워커힐 아파트,광진구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5513211276494,127.107604825998
662,662,월계센트럴아이파크아파트 (관리동 지하1층),"서울특별시 노원구 초안산로2라길 26 (월계동, 월계센트럴아이파크아파트)",노원구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6300099286586,127.05667170993
663,663,월계청춘카페 (주출입구),"서울특별시 노원구 광운로 44, 준빌딩 (월계동)",노원구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6213540254339,127.059484847843
664,664,월곡배드민턴체육관 (1층 로비),서울특별시 성북구 화랑로13길 144  (하월곡동),성북구,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~19:30,234506:00~17:30,06:00~17:30,37.6086202045187,127.042283674161
665,665,월천초등학교 (보건실 앞),서울특별시 도봉구 노해로70길 96,도봉구,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,,,,37.6479137277855,127.051425751311
666,666,위례솔중학교 (1층 중앙형관),"서울특별시 송파구 위례북로2길 10, 위례솔중학교 (거여동)",송파구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.4872591125777,127.150354996473
667,667,위례포레샤인17단지아파트 (관리실 복도),"서울특별시 송파구 위례송파로 123(거여동, 위례포레샤인 17단지)",송파구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.4845655266198,127.147803459446
668,668,위례포레샤인18단지 (관리사무소 입구),"서울특별시 송파구 위례북로4길 12(거여동, 위례포레샤인 18단지)",송파구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.4882055412238,127.151052962945
669,669,위례포레샤인아파트 23단지 (관리사무소 출입구),"서울특별시 송파구 위례순환로 477 위례포레샤인아파트 (장지동, 위례포레샤인23단지)",송파구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.4751100001573,127.136558093148
670,670,유한양행 (19층건강관리실),"서울특별시 동작구 노량진로 74, 유한양행 (대방동)",동작구,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,,,,37.5127577073439,126.934026655089
671,671,유한양행 (1층 로비),"서울특별시 동작구 노량진로 74, 유한양행 (대방동)",동작구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5127577073439,126.934026655089
672,672,유한양행 (구사옥 1층 외부),"서울특별시 동작구 노량진로 74, 유한양행 (대방동)",동작구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5127577073439,126.934026655089
673,673,은평구립우리장애인복지관 (2층 복도 소방물품 보관함),"서울특별시 은평구 녹번로1길 13, 우리장애인복지관 (녹번동)",은평구,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,,,,37.6047406023648,126.926588916944
674,674,은평뉴타운폭포동4단지제4관리아파트 (428동 관리사무소),"서울특별시 은평구 연서로44길 55(진관동, 은평뉴타운 폭포동)",은평구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6276515409663,126.936495053805
675,675,은평늘봄장애인자립생활센터 (사무실 내),"서울특별시 은평구 통일로 671(녹번동, 오피스텔수안)",은평구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.606373086318,126.933231376705
676,676,은평문화예술회관 (1층 로비),"서울특별시 은평구 녹번로 16, 은평문화예술회관 (녹번동)",은평구,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~18:00,,,37.6036996869964,126.927901672834
677,677,을지병원 (구급차(71우8300)),"서울특별시 노원구 한글비석로 68, 을지병원 (하계동)",노원구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6365598481778,127.069591664216
678,678,이랜드PEER신촌 (101동 B1(로비)),"서울특별시 마포구 서강로 75-4(창전동, 이랜드 PEER 신촌)",마포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5500762204196,126.931712591893
679,679,이마트성수점 (1층 계산대 앞),"서울특별시 성동구 뚝섬로 379, 이마트 성수점 1층 (성수동2가)",성동구,10:00~23:30,10:00~23:30,10:00~23:30,10:00~23:30,10:00~23:30,10:00~23:30,13510:00~23:30,10:00~23:30,37.5399292282845,127.053494215652
680,680,이마트성수점 (3층 엘레베이터 앞),"서울특별시 성동구 뚝섬로 379, 이마트 성수점 3층 (성수동2가)",성동구,10:00~23:30,10:00~23:30,10:00~23:30,10:00~23:30,10:00~23:30,10:00~23:30,13510:00~23:30,10:00~23:30,37.5399292282845,127.053494215652
681,681,이마트천호점 (1층 고객만족센터),서울특별시 강동구 천호대로 1017,강동구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,13500:00~24:00,00:00~24:00,37.5387290509448,127.125146170477
682,682,이편한세상광진그랜드파크아파트 (정문초소),"서울특별시 광진구 광나루로 458(구의동, e편한세상 광진 그랜드파크)",광진구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5446615730078,127.080456015007
683,683,이편한세상광진그랜드파크아파트 (커뮤니티센타),"서울특별시 광진구 광나루로 458(구의동, e편한세상 광진 그랜드파크)",광진구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5446615730078,127.080456015007
684,684,이편한세상상도노빌리티아파트 (커뮤니티센터),서울특별시 동작구 만양로 6  (상도동),동작구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5049818982281,126.946788478219
685,685,이편한세상서울대입구(5단지) (관리사무소),"서울특별시 관악구 참숯1길 19 (봉천동, e편한세상서울대입구 2차)",관악구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.477304218918,126.94238244228
686,686,이편한세상영등포아델포레아파트 (후문 경비실 내),"서울특별시 영등포구 신길로 29(대림동, e편한세상 영등포 아델포레)",영등포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.4945138274401,126.906116482951
687,687,이화여자고등학교 (1층보건실앞),"서울특별시 중구 정동길 26, 이화여자고등학교 (정동)",중구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,400:00~24:00,00:00~24:00,37.5661766361549,126.971324436617
688,688,인창고등학교 (5층 서편 엘리베이터 앞),"서울특별시 서대문구 경기대로 65, 인창중·고등학교 (충정로2가)",서대문구,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,,,,37.564885131451,126.964023197643
689,689,인헌동주민센터 (주민센터 내),"서울특별시 관악구 남부순환로246가길 20, 인헌동 복합청사 (봉천동)",관악구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.4750993079191,126.965324324112
690,690,자양7차우성아파트 (중앙초소),"서울특별시 광진구 아차산로36길 39(자양동, 자양7차우성아파트)",광진구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5363129421233,127.074358517781
691,691,자양7차우성아파트 (4동앞초소),"서울특별시 광진구 아차산로36길 39(자양동, 자양7차우성아파트)",광진구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5363129421233,127.074358517781
692,692,자양7차우성아파트 (후문초소),"서울특별시 광진구 아차산로36길 39(자양동, 자양7차우성아파트)",광진구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5363129421233,127.074358517781
693,693,자양우성1차아파트 (101동 경비초소 내),서울특별시 광진구 뚝섬로 569,광진구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5343511422776,127.073577477923
694,694,잠실종합운동장실내체육관 (실내체육관(농구장 내1문 출입구)),"서울특별시 송파구 올림픽로 25, 서울종합운동장 (잠실동)",송파구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5161996814031,127.075939572603
695,695,잠실종합운동장주경기장 (주경기장 본부석 하단),"서울특별시 송파구 올림픽로 25, 서울종합운동장 주경기장 (잠실동)",송파구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5161996814031,127.075939572603
696,696,장위건강누림센터 (3층),"서울특별시 성북구 장위로21나길 18, 장위 건강누림센터 (장위동)",성북구,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,09:00~18:00,,09:00~18:00,37.6152349945312,127.044490515624
697,697,장위석관보건지소 (1층 출입구),"서울특별시 성북구 한천로 568, 장위석관보건지소 1층 (석관동)",성북구,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,,,,37.6104732633389,127.063420797268
698,698,절두산순교성지 (한국천주교순교자박물관 안내데스크 옆),서울특별시 마포구 토정로 6 (합정동),마포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5441354407025,126.911793575318
699,699,정동병원 (구급차),"서울특별시 동작구 양녕로 283, 상도정동병원 (상도1동)",동작구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5049498152225,126.949438704753
700,700,정릉꿈에그린아파트 (관리사무소 입구),"서울특별시 성북구 아리랑로19가길 21 (정릉동, 정릉꿈에그린)",성북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6018578498862,127.012012091133
701,701,정릉우성아파트 (4초소),"서울특별시 성북구 북악산로 813(정릉동, 정릉우성아파트)",성북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6011392451733,127.014945523493
702,702,정릉우성아파트 (5초소),"서울특별시 성북구 북악산로 813(정릉동, 정릉우성아파트)",성북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6011392451733,127.014945523493
