역이름,호선,가까운 AED,AED 위도,AED 경도,역으로부터 거리(m)
한양대역,02호선,한양대학교 (신본관 1층 로비/복도),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (백남음악관 5층 복도),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (백남학술정보관 1층 통합보안상황실),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (제1의학관 1층 복도),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (대운동장 계단 3),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (제5학생생활관 7층),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (설치장소한양대학교 재성토목관 1층),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (제2공학관 3층),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (학생회관 3층 보건실 앞),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (신소재공학관 1층),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (공업센터 본관1층),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (자연과학관 1층),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (퓨전테크센터 3층 로비),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (제1법학관 1층 로비),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (학생복지관 1층 복사실 옆),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (제5학생생활관 4층),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (국제관 2층),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (경영관 1층 로비),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (제1공학관 1층),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (설치장소한양대학교 사회과학관 1층),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (설치장소한양대학교 공업센터별관 1층),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (설치장소한양대학교 미래교육관 1층),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (역사관 1층),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (올림픽체육관 3층 복도),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (제2학생생활관 2층 복도),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (올림픽체육관 4층 관람석),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (설치장소한양대학교 한양종합기술센터HIT 1층),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (백남학술정보관 1층 통합보안상황실),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (설치장소한양대학교 사범대학본관 1층),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (설치장소한양대학교 경제금융대학 1층),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (설치장소한양대학교 인문관 1층),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (제1학생생활관1층 복도),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (한양대학교 ITBT관 3층),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (한양대학교 산학기술관 2층),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (한양대학교 제5학생 생활관 로비),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (제5학생생활관 10층),37.5545035492027,127.046611216789,296.0069820159779
한양대역,02호선,한양대학교 (설치장소한양대학교 생활과학대학 1층),37.5545035492027,127.046611216789,296.0069820159779
뚝섬역,02호선,성수쌍용아파트 (관리사무소),37.5492995938354,127.047888427301,233.76974874294282
뚝섬역,02호선,성수보건지소 (성수보건지소),37.5464025531618,127.044349655211,281.9475770512949
뚝섬역,02호선,성수1가2동주민센터 (주민센터 입구 안쪽),37.5464025531618,127.044349655211,281.9475770512949
뚝섬역,02호선,성동평생건강누림센터 (성동평생건강누림센터성동체력인증센터),37.5464025531618,127.044349655211,281.9475770512949
성수역,02호선,2호선성수역 (성수역 역무실 앞),37.5445023983984,127.056090471223,9.645064005253172
성수역,02호선,성수롯데캐슬파크아파트 (정문초소),37.5467864846037,127.055595974906,248.13565804761106
건대입구역,02호선,2호선 건대입구역 (고객안내부스 옆),37.5404188872176,127.069173281554,3.524560650690488
건대입구역,02호선,7호선 건대입구역 (지하2층 가 게이트 좌측),37.5408416053893,127.07104643853,169.87475853070026
건대입구역,02호선,스타시티영존빌딩 (A동 4층),37.540657941434,127.07141185507,196.90046800900606
건대입구역,02호선,스타시티영존빌딩 (아트홀),37.540657941434,127.07141185507,196.90046800900606
건대입구역,02호선,롯데백화점(건대점) (정문),37.5389997704376,127.071214413664,235.82604136605218
건대입구역,02호선,롯데백화점건대스타시티점 (1층 안전실),37.5389997704376,127.071214413664,235.82604136605218
건대입구역,02호선,롯데백화점(건대점) (서문),37.5389997704376,127.071214413664,235.82604136605218
구의역,02호선,구의1동공영주차장 (구의1동 공영주차장 1층 출입구),37.5382711792426,127.087865052886,193.73574254363902
구의역,02호선,동서울우편집중국 (2층 소포작업장),37.5356010287361,127.087306725694,200.2453818528812
구의역,02호선,동서울우편집중국 (2층 공용복도),37.5356010287361,127.087306725694,200.2453818528812
구의역,02호선,광진구수어통역센터 (광진구수어통역센터 사무실내),37.5381239238995,127.088870984443,260.97911665637156
잠실나루역,02호선,잠실나루역 (역무실 앞),37.5206867318088,127.103811089444,1.3192851869970599
잠실나루역,02호선,잠실파크리오 (관리동1층),37.5213592954462,127.104971745978,127.08630673511195
잠실나루역,02호선,잠현초등학교 (1층 행정실 옆),37.5225858707847,127.104722782408,225.52836628509942
잠실역,02호선,롯데쇼핑(주)롯데마트본사 (6층 상담실),37.5144273491608,127.100611434725,129.14396831587624
잠실역,02호선,2호선 잠실역 (역무실 앞),37.513859279255,127.101857941447,157.27148239361438
잠실역,02호선,잠실광역환승센터 (롯데에비뉴엘입구 우측타일벽면),37.5113200708735,127.101752694786,259.45209647745355
잠실역,02호선,잠실광역환승센터 (14번 게이트 타일벽),37.5113200708735,127.101752694786,259.45209647745355
잠실역,02호선,(주)호텔롯데롯데호텔월드 (1층로비),37.5113096112036,127.098141751177,287.8996265237935
잠실역,02호선,(주)호텔롯데롯데월드 아이스링크 (롯데월드 지하3층 아이스링크 의무실),37.5113096112036,127.098141751177,287.8996265237935
잠실역,02호선,(주)호텔롯데롯데호텔월드 (1층 로비(당직데스크)),37.5113096112036,127.098141751177,287.8996265237935
잠실역,02호선,롯데쇼핑(주)롯데마트잠실점 (지하1층 안내데스크 앞),37.5113096112036,127.098141751177,287.8996265237935
잠실역,02호선,롯데백화점에비뉴엘잠실점 (정문 출입구옆GATE1),37.5113096112036,127.098141751177,287.8996265237935
잠실역,02호선,롯데월드매직아일랜드 (롯데월드 매직아일랜드 의무실 복도),37.5113096112036,127.098141751177,287.8996265237935
잠실역,02호선,롯데월드어드벤처 (롯데월드 어드벤처 의무실),37.5113096112036,127.098141751177,287.8996265237935
용답역,02호선,용답역 (용답역 역사 내부),37.5620049052662,127.050729309179,18.985651644425932
용답역,02호선,용답초등학교 (본관1층),37.5607271218686,127.053760797077,296.94245474651825
도곡역,03호선,3호선 도곡역 (역 내),37.4908647717187,127.05532337372,19.721759387418395
도곡역,03호선,대치지구대 (1층사무실),37.4919609951887,127.057095314906,178.51865258455192
도곡역,03호선,SSG푸드마켓 도곡점 (고객만족센터 옆),37.4894573055974,127.053964659634,216.34294174804012
도곡역,03호선,"개포1,2차우성아파트 (관리사무소 옆)",37.4915930435874,127.057979748729,229.4883093362375
도곡역,03호선,대청중학교 (1층 현관 복도 북카페 맞은편),37.490348545788,127.058033515123,234.34876287583145
도곡역,03호선,숙명여자중학교 (1층 보건실 외부 문 옆),37.4914753613052,127.052612582715,260.53774569531737
도곡역,03호선,숙명여자고등학교 (체육관 내 벽면),37.4914753613052,127.052612582715,260.53774569531737
도곡역,03호선,서울대도초등학교 (보건실 옆 현관 벽면),37.4925857669174,127.053206571031,270.01705362607584
대치역,03호선,3호선 대치역 (B1층 대합실 고객안전실 옆 벽면),37.4945627553067,127.063430193449,22.86505437772973
대치역,03호선,선경아파트 (관리사무소 입구),37.493154981993,127.062999980103,148.9306136578241
대치역,03호선,서울대곡초등학교 (보건실옆 복도 1층 위치),37.4947106436849,127.065026465684,163.95080908739237
학여울역,03호선,3호선 학여울역 (지하4층 대합실 대화행 E/L 앞),37.4967171864138,127.071718971861,53.03393705320942
학여울역,03호선,세텍(SETEC) (전시장 입구),37.4956786590374,127.071912029293,149.22723662553892
학여울역,03호선,대치쌍용1차아파트 (기전실 입구 우측(2동 8/9호 라인 앞)),37.4988556676427,127.071367051995,220.71625787056593
학여울역,03호선,미도아파트 (관리동 지하 1층),37.4956953356085,127.068564672209,263.5082982980858
대청역,03호선,3호선 대청역 (지하2층 i센터 옆),37.4937218597788,127.079493645766,3.1481187208811803
대청역,03호선,수서경찰서 (유치장안),37.4935488025263,127.077143662733,210.15273749782034
대청역,03호선,서울영희초등학교 (보건실 안 출입문 옆쪽 벽면),37.4923003980946,127.081132787699,211.08535827535493
대청역,03호선,대진체육관 (체육관 내벽 중앙(좌)),37.4960536438318,127.078853123713,268.0836764081716
대청역,03호선,대청아파트 (관리사무소 1층 경로당 현관입구(좌측)),37.4956264931259,127.077191033018,296.61110745484456
일원역,03호선,밀알학교 (학교 2층 교무실),37.4857818608305,127.08207177919,269.44689206571826
일원역,03호선,까치마을아파트 (관리사무실 정문 옆 벽부),37.485485349127,127.086601738647,275.23326874975834
일원역,03호선,대왕중학교 (보건실 바로 앞),37.4834603317394,127.087338052671,289.82060869012054
일원역,03호선,푸른마을아파트 (정문경비실),37.484761123247,127.080874756987,299.1254215906504
수서역,03호선,"SR고속철도 수서역 (승강장 5,6번 홈)",37.4854186524663,127.104560301199,17.747523970099024
수서역,03호선,"SR고속철도 수서역 (승강장 3,4번 홈)",37.4854186524663,127.104560301199,17.747523970099024
수서역,03호선,"SR고속철도 수서역 (승강장 1,2번 홈)",37.4854186524663,127.104560301199,17.747523970099024
수서역,03호선,SR고속철도 수서역 (지하2층 맞이방),37.4854186524663,127.104560301199,17.747523970099024
수서역,03호선,SR고속철도 수서역 (1층 맞이방),37.4854186524663,127.104560301199,17.747523970099024
수서역,03호선,SR고속철도 수서역 (수서역 역무실),37.4854186524663,127.104560301199,17.747523970099024
수서역,03호선,(주)에스알본사 (8층),37.486930606987,127.103875622051,189.9845741945821
수서역,03호선,(주)에스알본사 (1층),37.486930606987,127.103875622051,189.9845741945821
수서역,03호선,이마트수서점 (B1 고객만족센터 측면),37.4873191631489,127.103108072457,255.44092866744285
수서역,03호선,강남세움복지관 (5층 세움복지관 사무실 앞),37.4869808423495,127.106950967914,290.2003278740244
수서역,03호선,강남세움발달장애인평생교육센터 (로비 유리문 앞),37.4869808423495,127.106950967914,290.2003278740244
수서역,03호선,강남세움복지관 (6층 세움복지관 휘트니스 앞),37.4869808423495,127.106950967914,290.2003278740244
수서역,03호선,강남세움근로사업장굿윌스토어 (로비 중앙),37.4869808423495,127.106950967914,290.2003278740244
수서역,03호선,강남세움보호작업장 (로비 엘리베이터 앞),37.4869808423495,127.106950967914,290.2003278740244
가락시장역,03호선,8호선 가락시장역 (지하1층 8호선아이센터 앞),37.4927440321316,127.118485741487,43.5944891546165
가락시장역,03호선,3호선 가락시장역 (지하2층 고객안전실옆),37.4927440321316,127.118485741487,43.5944891546165
가락시장역,03호선,한솔섬유 (7층 건강관리실),37.493720412752,127.118346159953,70.30051380050388
경찰병원역,03호선,3호선 경찰병원역 (경찰병원역 고객안전실 출입문 입구  측면),37.4956031419934,127.124067847413,56.1978907060095
경찰병원역,03호선,경찰병원 (원내 안내데스크),37.4964145655333,127.123487484921,99.82507242773853
오금역,03호선,3호선오금역 (3호선 고객안전실 외부 벽면),37.5022659793733,127.127879247544,15.989518057381773
오금역,03호선,5호선오금역 (지하 1층 고객안내센터),37.5022659793733,127.127879247544,15.989518057381773
오금역,03호선,서울송파우체국 (1층 영업장),37.5025438667446,127.128029570223,47.05192478821343
오금역,03호선,서울송파우체국 (3층 집배실),37.5025438667446,127.128029570223,47.05192478821343
오금역,03호선,오금동주민센터 (1충 문 옆),37.5029902566994,127.128083147385,96.81095016786188
오금역,03호선,오금고등학교 (교무실 옆),37.5045321738186,127.128968951167,282.5818969035702
당고개역,04호선,"길음서비스센터 (상계3,4동 당고개역)",37.6702926448965,127.079011159467,10.17507306255701
당고개역,04호선,상계종합사회복지관 (1층 데이케어센터 옆),37.6680904757711,127.078326379683,243.67435103431768
상계역,04호선,길음서비스센터 (2층 화장실 가기전 발매기 옆 비치),37.6609038887184,127.073575379339,25.359005449730784
상계역,04호선,대호프라자아파트 (중계4동아파트관리소 내),37.6598085040664,127.073239970178,101.81417570733267
상계역,04호선,중계꿈에그린더퍼스트 (중계4동아파트관리소 내),37.6591958303795,127.073828120968,172.57512908941482
상계역,04호선,"벽산아파트 (1,2동주차부스내)",37.6623030184626,127.073581746977,177.35768060863694
상계역,04호선,벽산아파트 (107동중앙입구),37.6623030184626,127.073581746977,177.35768060863694
상계역,04호선,벽산아파트 (관리사무소입구),37.6623030184626,127.073581746977,177.35768060863694
상계역,04호선,삼창타워프라자 (중계4동아파트관리소장 내),37.6591119674807,127.073074956682,180.59373752768386
상계역,04호선,중계건영아파트 (중계4동아파트관리소 내),37.6614032808638,127.076025133121,242.05573003754745
상계역,04호선,노원솔요양병원 ((중계4동) 2층 원무과),37.6591742139574,127.075665301985,261.6415100003387
노원역,04호선,길음서비스센타 (상계2동 노원역 4호선),37.6561357418001,127.063442617087,22.75321871044011
노원역,04호선,노원구서비스공단 ((중계본동) 문화예술회관 1층 로비 경비실 옆쪽),37.6544500497108,127.063692307584,211.3624221621142
노원역,04호선,노원점 롯데백화점 (본관 1층 안전실),37.6552787315469,127.061391730931,215.5243660694987
노원역,04호선,노원점 롯데백화점 (본관9층 E/V홀),37.6552787315469,127.061391730931,215.5243660694987
노원역,04호선,노원점 롯데백화점 (본관5층 엘리베이터홀),37.6552787315469,127.061391730931,215.5243660694987
노원역,04호선,노원점 롯데백화점 (별관6층 의무실),37.6552787315469,127.061391730931,215.5243660694987
창동역,04호선,1호선 창동역 (창동역(1호선) 의정부승강장(3-3)),37.6532174818989,127.047714954434,13.199267208404205
창동역,04호선,4호선 창동역 (지상2층 대합실),37.6532174818989,127.047714954434,13.199267208404205
창동역,04호선,한국마사회도봉센터 (1층 로비),37.6522913073077,127.0493799415,191.17477710168777
창동역,04호선,한국마사회도봉센터 (10층 객장),37.6522913073077,127.0493799415,191.17477710168777
창동역,04호선,한국마사회도봉센터 (3층 객장),37.6522913073077,127.0493799415,191.17477710168777
창동역,04호선,이마트창동점 (1층 엘리베이터 앞),37.651636123068,127.046699282846,204.803154624545
창동역,04호선,이마트창동점 (2층 화장실 앞),37.651636123068,127.046699282846,204.803154624545
쌍문역,04호선,4호선 쌍문역 (쌍문역 대합실),37.6488498649136,127.034880717215,40.71756839354971
쌍문역,04호선,신도봉중학교 (본관 1층 중앙현관 교무실 앞),37.6495947287047,127.03324806776,170.99037187953374
쌍문역,04호선,국민건강보험공단 도봉지사 (4층 종합민원실 입구),37.6463887903389,127.035009534236,240.36681361404132
수유역,04호선,수유역 (수유역 B1층 8번 출구 좌 옆 10M 벽면),37.6377452337445,127.025356901379,17.98595604822715
수유역,04호선,나온힐링대중사우나 (나온힐링대중사우나 카운터 내),37.6380051354791,127.024224911455,112.6415684971985
수유역,04호선,강북구청 (종합민원실 내),37.6391856183931,127.025449504014,146.72997333782166
수유역,04호선,서울강북경찰서 (유치장 내 안쪽 옆 벽면),37.6371702113794,127.02704154856,156.87111160289928
수유역,04호선,서울강북경찰서 (본관1층 종합민원대기실),37.6371702113794,127.02704154856,156.87111160289928
수유역,04호선,서울강북경찰서 (종합민원실 내),37.6371702113794,127.02704154856,156.87111160289928
수유역,04호선,에피소드수유838 (1층 엔터런스 2번 현관 출입구),37.6369305402999,127.02328159303,220.72103844827018
수유역,04호선,수유3동주민센터 (주민센터 입구),37.6387146974318,127.023146416902,227.06184396457317
수유역,04호선,번1동주민센터 (주민센터 입구),37.6378912925417,127.028847218153,295.44326484544627
미아역,04호선,미아역 (대합실지하1층 복도 중앙),37.6264436445109,127.026103434413,22.729528359891848
미아역,04호선,삼화온누리약국 (진열대 위),37.6261436910197,127.026574236378,72.98450226508186
미아역,04호선,미아동주민센터 (주민센터 입구),37.6270913479898,127.026975138546,97.03851445335192
미아역,04호선,강북메디칼약국 (환자대기석 뒷쪽벽),37.6258982556346,127.027000082119,118.62721263758866
미아역,04호선,신일고등학교 (행정실 안),37.627967222367,127.028403050284,255.69171538516736
미아역,04호선,동화치안센터 (기기실 내),37.627967222367,127.028403050284,255.69171538516736
미아역,04호선,신일중학교 (정문 경비실),37.627967222367,127.028403050284,255.69171538516736
미아역,04호선,신일중학교 (교무실 생활안전부장 자리 옆),37.627967222367,127.028403050284,255.69171538516736
미아사거리역,04호선,"미아사거리역 (2,3,4,5번출구 대합실 안내부스 우측벽면)",37.6132861094991,127.030098418544,2.4330345249870993
미아사거리역,04호선,숭인치안센터 (책상 옆 캐비넷 위),37.6125132978332,127.029875891393,85.9117485712232
미아사거리역,04호선,롯데백화점미아점 (1층 남문 옆 엘레베이터 앞),37.6145929759749,127.030517678336,152.1955217905448
미아사거리역,04호선,래미안길음센터피스아파트 (2초소 내부),37.61198667089,127.02878397742,182.72577562882435
미아사거리역,04호선,래미안길음센터피스아파트 (커뮤니티센터 안내데스크 앞),37.61198667089,127.02878397742,182.72577562882435
미아사거리역,04호선,래미안길음센터피스아파트 (관리사무소),37.61198667089,127.02878397742,182.72577562882435
미아사거리역,04호선,조아약국 (출입구 대기의자 옆),37.6148424836442,127.029357850742,186.28775529146068
미아사거리역,04호선,영훈국제중학교 (1층 현관 출잎문 옆(행정실 앞)),37.6146818749027,127.02809331872,235.34593621946635
미아사거리역,04호선,영훈고등학교 (본관 중앙현관 입구),37.6146818749027,127.02809331872,235.34593621946635
미아사거리역,04호선,영훈초등학교 (1층 교무실 출입문 우측 벽면),37.6146818749027,127.02809331872,235.34593621946635
미아사거리역,04호선,이마트 미아점 (주차동 2층 엘리베이터옆),37.6108552099076,127.029867413357,269.00642159148776
미아사거리역,04호선,이마트 미아점 (1층 고객센터),37.6108552099076,127.029867413357,269.00642159148776
길음역,04호선,4호선 길음역 (역사내),37.603183910563,127.024823216768,29.30867303988876
길음역,04호선,물빛수영장 (지하1층 물빛수영장),37.6037552097988,127.022203675321,254.25205563907352
길음역,04호선,개운초등학교 (1층 보건실 옆),37.6018109508133,127.027404487079,270.8092944635483
성신여대입구역,04호선,성신여대입구역 (역사내),37.5927179261346,127.016477649743,62.83301966643947
성신여대입구역,04호선,우이신설도시철도성신여대입구역 (상선 E/S 앞),37.5927179261346,127.016477649743,62.83301966643947
성신여대입구역,04호선,성북구동선보건지소 (1층 로비 입구),37.5936080247101,127.015753959431,140.15343745193024
한성대입구역,04호선,4호선 한성대입구역 (지하 1층 대합실 역무실 앞),37.5883948842004,127.00595033342,4.583909452055493
혜화역,04호선,4호선 혜화역 (나대합실(화장실 방향)),37.5818036223189,127.001978401429,25.16608462906054
혜화역,04호선,대학로예술극장대극장 (로비 안내데스크),37.5811855191284,127.002999899724,133.08017525383636
혜화역,04호선,마로니에공원 (좋은공연 안내센터 지하1층 화장실 옆),37.5803340012344,127.002515322401,195.1988211214435
동대문역,04호선,1호선 동대문역 (역무실 앞),37.5717775660734,127.011167102297,50.017224545895665
동대문역,04호선,4호선 동대문역 (역무실 앞),37.5704117093421,127.009546610861,168.24269420755803
동대문역,04호선,한양도성박물관 (1층 로비 복도),37.5728571793919,127.008512843764,228.08594711939264
충무로역,04호선,필동주민센터 (필동주민센터 1층 주출입구 옆),37.5601576860785,126.995597392385,188.2402104013205
충무로역,04호선,남산골한옥마을(정문관리소) (정문관리소 관리사무소 내),37.5595422700067,126.994738735334,212.51178624086705
충무로역,04호선,서울남산국악당 (지하1층 엘리베이터 우측 벽),37.5595422700067,126.994738735334,212.51178624086705
충무로역,04호선,서울중부경찰서 충무파출소 (1층 출입구 옆 사무실 안쪽),37.5608773647515,126.991584610597,232.18335998525745
충무로역,04호선,한국장애인고용공단서울맞춤훈련센터 (휴게실 냉장고 앞),37.5618257152508,126.991058542501,275.59476525537576
명동역,04호선,4호선 명동역 (역무실 앞),37.5609100751113,126.985947030389,39.92135544795773
명동역,04호선,영원무역명동빌딩 (1층 출입구 앞),37.5606234748036,126.986004127537,50.88769776883186
명동역,04호선,한국전력공사경인건설본부 (3층 상황실 외부 보관함),37.5606560752661,126.987469139361,100.47907495790096
명동역,04호선,서울남산초등학교 (1층 식당 앞),37.5597837446411,126.986776737543,135.02565375312176
명동역,04호선,"3,4호선 충무로역 (지하1층 역무실 앞)",37.5611,126.9892,247.68754702855844
회현역,04호선,4호선 회현역 (고객안전실 앞),37.5585353196435,126.978239147279,30.053882264005182
회현역,04호선,회현파출소 (1층 사무실),37.558093937192,126.978823044459,81.85762935353834
회현역,04호선,회현동주민센터 (1층 민원실 왼쪽 벽 부근),37.5572861072323,126.979355540452,183.1683488161186
회현역,04호선,남산SK리더스뷰아파트 (2층 생활지원센터 입구),37.5591253443035,126.980603849217,196.02731183817943
회현역,04호선,(주)신세계까사 (5층 파트너스라운지),37.5603735967366,126.979601196401,207.06006796998705
서울역,04호선,(재)국립극단 (백성희？장민호 극장  입구 휴게 공간 내부),37.5531465401719,126.968279388516,129.98756504004652
서울역,04호선,(재)국립극단 (소극장 입구),37.5531465401719,126.968279388516,129.98756504004652
서울역,04호선,청파노인복지관 (4층 종합사무실과 상담실 사이),37.5520062592713,126.967696716313,231.54136848192235
서울역,04호선,한국철도공사 서울역 (1~2번 경의선 승강장),37.5548375992165,126.971732581232,243.96966028555792
서울역,04호선,한국철도공사 서울역 (9~10번 승강장),37.5548375992165,126.971732581232,243.96966028555792
서울역,04호선,한국철도공사 서울역 (11~12번 승강장),37.5548375992165,126.971732581232,243.96966028555792
서울역,04호선,한국철도공사 서울역 (13~14번 승강장),37.5548375992165,126.971732581232,243.96966028555792
서울역,04호선,한국철도공사 서울역 (2층 자동발매기 옆),37.5548375992165,126.971732581232,243.96966028555792
서울역,04호선,"한국철도공사 서울역 (5,6 승강장)",37.5548375992165,126.971732581232,243.96966028555792
서울역,04호선,"한국철도공사 서울역 (3, 4 승강장)",37.5548375992165,126.971732581232,243.96966028555792
서울역,04호선,한국철도공사 서울역 (경의선 승강장 내),37.5548375992165,126.971732581232,243.96966028555792
서울역,04호선,한국철도공사 서울역 (2층 서부 매표실 앞),37.5548375992165,126.971732581232,243.96966028555792
서울역,04호선,"한국철도공사 서울역 (7, 8 승강장)",37.5548375992165,126.971732581232,243.96966028555792
서울역,04호선,롯데아울렛 서울역점 (2층 1번 게이트(정문) 방풍실),37.5548375992165,126.971732581232,243.96966028555792
서울역,04호선,한국철도공사 서울역 (3층 매표소),37.5548375992165,126.971732581232,243.96966028555792
서울역,04호선,한국철도공사 서울역 (선상통로 7번 홈 앞),37.5548375992165,126.971732581232,243.96966028555792
서울역,04호선,4호선 서울4역 (역무실 우측 5M),37.5532000173323,126.972805485095,270.69324883041526
숙대입구역,04호선,4호선 숙대입구역 (지하1층 가쪽대합실),37.5451939759064,126.971872351838,70.01500161946083
숙대입구역,04호선,청파동주민센터 (1층 민원실),37.5454790994858,126.969873077308,220.98965762122182
숙대입구역,04호선,남영동주민센터 (1층 민원실),37.5457741648724,126.974824558285,272.2482791349699
숙대입구역,04호선,갈월종합사회복지관 (2층 현관 엘리베이터 옆),37.5457741648724,126.974824558285,272.2482791349699
삼각지역,04호선,4호선 삼각지역 (고객안전실 10미터 앞),37.5345937063675,126.973011032988,19.902976620031765
삼각지역,04호선,국립서울맹학교(용산) (1층 사감실 앞),37.5348443215912,126.971672470286,118.67255742799435
삼각지역,04호선,서울용산초등학교 (본관 1층 중앙현관),37.535613442977,126.972550624529,135.2049466686273
삼각지역,04호선,삼각지역(6호선) (지하3층  i-센터 옆),37.5356450533976,126.974080538316,169.62329516880956
신용산역,04호선,신용산역(4호선) (라 게이트 10M),37.5296155628471,126.968215931799,45.58469413484248
신용산역,04호선,한강로동주민센터 (2층 민원실),37.5281408009432,126.969227619011,167.18040700203375
신용산역,04호선,농림식품기술기획평가원 (대기실(1502호)),37.5269056148241,126.966566172294,289.1475596161833
신용산역,04호선,한강로피트니스센터(용산구시설관리공단) (지하1층 헬스장 상담실 외벽 레그프레스 기구 옆),37.5269056148241,126.966566172294,289.1475596161833
신용산역,04호선,용산청년지음(용산구시설관리공단) (공간 내 공용oa실 모니터 옆),37.5269056148241,126.966566172294,289.1475596161833
신용산역,04호선,용산도담도담실내놀이터(용산구시설관리공단) (실내놀이터 내부 입구 왼쪽),37.5269056148241,126.966566172294,289.1475596161833
신용산역,04호선,용산센트럴파크해링턴스퀘어 (101동 지하 방재실),37.5269056148241,126.966566172294,289.1475596161833
신용산역,04호선,용산역 경부선 (동편 1번 출구 앞),37.5297718014452,126.964741503485,289.5263659836819
신용산역,04호선,용산역 경부선 (타는곳 북쪽 통로),37.5297718014452,126.964741503485,289.5263659836819
신용산역,04호선,"용산역 경부선 (9, 10 승강장)",37.5297718014452,126.964741503485,289.5263659836819
신용산역,04호선,"용산역 경부선 (7, 8 승강장)",37.5297718014452,126.964741503485,289.5263659836819
신용산역,04호선,"용산역 경부선 (12, 13 승강장)",37.5297718014452,126.964741503485,289.5263659836819
신용산역,04호선,용산역 경부선 (3번 출구 앞),37.5297718014452,126.964741503485,289.5263659836819
신용산역,04호선,용산역 경부선 (1번 승강장),37.5297718014452,126.964741503485,289.5263659836819
신용산역,04호선,용산역 경부선 (5번 승강장),37.5297718014452,126.964741503485,289.5263659836819
이촌역,04호선,4호선 이촌역 (나 게이트 상선방향 5M),37.522520254623,126.973683151228,32.52563390075546
이촌역,04호선,용산구청소년수련관(용산구시설관리공단) (5층 푸르미르),37.5213567033653,126.973298153783,121.47136533840695
이촌역,04호선,용산구청소년수련관(용산구시설관리공단) (지하2층 홀 벽면),37.5213567033653,126.973298153783,121.47136533840695
이촌역,04호선,용산구청소년수련관(용산구시설관리공단) (지하1층 헬스장),37.5213567033653,126.973298153783,121.47136533840695
이촌역,04호선,신용산초등학교 (보건실 내),37.5206295929735,126.975366260146,270.77175695403366
이촌역,04호선,신용산초등학교 (중앙현광 1층 통로),37.5206295929735,126.975366260146,270.77175695403366
이촌역,04호선,이촌자이아파트 (103동 경비실 내),37.5203555055461,126.971360759273,290.18569756009157
동작역,04호선,4호선동작역 (1번 출구 안쪽),37.5028703671011,126.980268385443,11.464201420172358
동작역,04호선,9호선동작역 (9호선 개찰구 앞),37.5030670046351,126.977937122017,208.62579766873878
총신대입구역,04호선,4호선총신대입구역 (역무실(고객안전실) 옆),37.4875538278198,126.982199707405,85.06973930959575
총신대입구역,04호선,동작여성인력개발센터 (2층 복도),37.4852549207198,126.980580788615,222.6495607589014
총신대입구역,04호선,7호선이수역 (지하 3층 대합실),37.485015143952,126.981021812089,223.0570322722937
남태령역,04호선,남태령역 (남태령역 역무실 앞),37.4648575576518,126.988656544337,77.59324882978841
